dataset,model,split,scene,frames,iou,dice,precision,recall,failure,boundary_f1,component_count,pred_gt_area_ratio,bbox_iou
MoCH,ZoomNeXt_Baseline,Train,v_13_42,32,0.2676098889366478,0.4056088610196145,0.9928015600788362,0.26809453296636176,0.6875,0.15821923593777393,2.875,0.26974712395485256,0.6218126562153949
MoCH,ZoomNeXt_Baseline,Train,v_13_43,64,0.5813426674694717,0.7087654160773267,0.9831771713139477,0.5900684548692146,0.109375,0.3359983211173444,1.8125,0.6021947248519477,0.7194447428245203
MoCH,ZoomNeXt_Baseline,Train,v_13_44,26,0.8922507340629677,0.9426849467084255,0.9397003499545395,0.9483551722178766,0.0,0.5572602743433208,1.0,1.012929437613292,0.9226111247356479
MoCH,ZoomNeXt_Baseline,Train,v_13_45,29,0.2438671057035276,0.2929248571607531,0.3659671299800818,0.2588845883689473,0.6551724137931034,0.1258602973884021,1.5862068965517242,0.46130639039262145,0.2480383998847759
MoCH,ZoomNeXt_Baseline,Train,v_13_46,35,0.8453465405148107,0.9155577870675621,0.9388394939302348,0.8950563788913956,0.0,0.4441894980580618,1.2857142857142858,0.954072949385359,0.9050179824142985
MoCH,ZoomNeXt_Baseline,Train,v_13_47,24,0.6293041924479373,0.7679786723070445,0.8608169826482532,0.7061432993376696,0.0,0.38362591202534446,1.625,0.8248448485182222,0.7574362306932539
MoCH,ZoomNeXt_Baseline,Train,v_13_9,23,0.8622018080212933,0.9259508499707991,0.9604884702431883,0.8940256915775645,0.0,0.4932570004010669,1.3478260869565217,0.9309114551381493,0.8637087836492102
MoCH,ZoomNeXt_Baseline,Train,v_14_2,158,0.1632574544349054,0.19280815190827705,0.24289874487826504,0.17045768313020268,0.7721518987341772,0.0997769631864265,1.7468354430379747,0.23894353716119243,0.18530722547665154
MoCH,ZoomNeXt_Baseline,Train,v_14_3,185,0.4350021450230007,0.4841363900207579,0.5533708046835163,0.4694889264109188,0.4648648648648649,0.26826417322125357,1.4378378378378378,0.5366218701456158,0.3733313958581704
MoCH,ZoomNeXt_Baseline,Train,v_16_10,78,0.003943560312534279,0.007237918181450249,0.11538461538461539,0.003943560312534279,1.0,0.00048035874435859116,1.0897435897435896,0.0201217130070232,0.004168692060016192
