epoch,train_loss,val_loss,seconds
1,0.5123244242680678,0.6298907273419344,313.00498390197754
2,0.4722040965239764,0.6156377054656007,308.4888844490051
3,0.4350159632762969,0.6386667377060387,308.48269057273865
4,0.3930742773121376,0.6264448719466947,304.58554553985596
5,0.3549313642697869,0.6574616338464485,305.29585361480713
